Artist_Accession_Number,Name,DOB,DOD,Gender,Notes,File,Slides,Video,Resume,Artist_Statement,Gallery_Notice,Review,Article,Poster,Folio,CD,Correspondance,Library_Exhibit,
"156","Anderson, Herbert R.","","","M","","","","","","","","","","","","","",""
"163","Anderson, Lorraine","1942","","F","","","","","","","","","","","","","",""
"165","Anderson, Norman J.","1892","","M","","","","","","","","","","","","","",""
"175","Andreen, Axel R.","","","M","","","","","","","","","","","","","",""
"190","Antrobus, John","1837","1907","M","","","","","","","","","","","","","",""
"192","Apgar, Jean","1949","","","","","","","","","","","","","","","",""
"194","Appel, S.  Blossom","","","","VPA slide collection.","1","1","","","","","","","","","","",""
"201","Archer, Cynthia","1953","","F","","","","","","","","","","","","","",""
"220","Arnold, Axel","1871","","M","","","","","","","","","","","","","",""
"222","Arnold, Fred Lathrop","","","M","","","","","","","","","","","","","",""
"223","Arnold, Harry","1884","","M","","","","","","","","","","","","","",""
"224","Arnold, Newell Hillis","1906","1988","","","","","","","","","","","","","","",""
"228","Arnot, Elle","","","","","1","","","","","","","","","","","",""
"231","Aronson, Adele Soll","1930","","F","","","","","","","","","","","","","",""
"234","Around the Palette","","","","First major organization of Jewish artists","","","","","","","","","","","","",""
"239","Artingstall, Margaret","1883","1951","F","","","","","","","","","","","","","",""
"246","Asbjornsen, Sigvald","1867","","","","","","","","","","","","","","","",""
"248","Ashack, Arlene","","","F","","","","","","","","","","","","","",""
"251","Ashley, Helen","","","F","","","","","","","","","","","","","",""
"254","Ast, Simeon","","","","","","","","","","","","","","","","",""
"256","Atkins, H. J.","","","","","","","","","","","","","","","","",""
"258","Atkinson, Elizabeth","1949","","F","","","","","","","","","","","","","",""
"260","Atkinson, L.C.","","","","","","","","","","","","","","","","",""
"12343","Arts Bridge","","","","","1","","","","","","","1","","","","",""
"268","Augius, Paulis","1909","1960","","","","","","","","","","","","","","",""
"269","Aus, Carol","1868","1934","","","","","","","","","","","","","","",""
"270","Auslander, Stephen Lloyd","1938","","M","","","","","","","","","","","","","",""
"273","Austin, Carl","","","M","Member of the No-Jury Movement","","","","","","","","","","","","",""
"277","Avery, Karen","","","F","Studio at Lill Street Art Center;","","","","","","","","","","","","",""
"278","Avery, Sam H","1885","","M","","","","","","","","","","","","","",""
"283","Axelrod, James","1906","","M","","","","","","","","","","","","","",""
"293","Bacon, Edith Jane","1879","1970","F","Has mural in Kemper Center in Kenosha according to Laurie Bauman, 3/2014.","","","","","","","","","","","","",""
"298","Baehr, Francine","1897","","F","","","","","","","","","","","","","",""
"303","Bagg, Henry Howard","1852","1928","M","","","","","","","","","","","","","",""
"309","Bailey, LaForce","1893","","","Century of Progress","","","","","","","","","","","","",""
"311","Bailey, Robin","","","","","","","","","","","","","","","","",""
"319","Albin, Barbara","","","F","see Real People Exhibit (postcard in file)","1","","","","","","","","","","","",""
"321","Allnut, Pamela","","","F","","","","","","","","","","","","","",""
"331","Baik, Hye Sun","","","","","","","","","","","","","","","","",""
"338","Bakke, Brian","","","M","","","","","","","","","","","","","",""
"340","Bala, Paul","1957","","M","","","","","","","","","","","","","",""
"344","Bales, Laura","","","F","Chicago Public Art Group","","","","","","","","","","","","",""
"359","Bandura, Natalia","1964","","","","","","","","","","","","","","","",""
"368","Bannon, Laura","","","","","","","","","","","","","","","","",""
"372","Banys, Nyole","1934","","","","","","","","","","","","","","","",""
"396","Barnard, Jamey","1958","","","","","","","","","","","","","","","",""
"403","Barnes, Ruby","","","","","","","","","","","","","","","","",""
"410","Anderson, Carl A.","","","M","","","","","","","","","","","","","",""
"411","Anderson, David","","","M","","","","","","","","","","","","","",""
"412","Askren, Robert","","","M","Worked with Raymond Loewy","","","","","","","","","","","","",""
"463","Aasgard, Christian","1922","1999","M","","","","","","","","","","","","","",""
"507","Beekman, Jan","1929","","","","","","","","","","","","","","","",""
"508","Begay, Samuel Sr.","","","","See also Samuel Begay Jr. & Paulina Begay.","1","","","","","","","","","","","",""
"534","Benchley, D.A.","","","","","","","","","","","","","","","","",""
"551","Bennett, Susan","","","","","","","","","","","","","","","","",""
"622","Browne, Barbara","","","F","","","","","","","","","","","","","",""
"680","Blades, Barbara","1938","","F","Water Tower Gallery - see poster Space 900 Group","1","","","1","","1","","1","1","","","",""
"685","Blake, Hayward R.","","","M","Howard Blake & Company","","","","","","","","","","","","",""
"789","Bouyer, Simone","","","F","","","","","","","","","","","","","",""
"982","Bullard, Helen","1902","","","","","","","","","","","","","","","",""
"988","Buouscio, Christopher","","","","","1","","","","","","","","","","","",""
"1000","Burke, Jo","","","F","","","","","","","","","","","","","",""
"1141","Carregal, Joan Markson","","","F","See Giovannella","","","","","","","","","","","","",""
"1415","Conn, Laurence","","","M","see poster Space 900 Group","1","","","1","","1","","","1","","","",""
"1504","Cramer, S. Mahrea","1896","","F","Mrs. Paul Lehman","","","","","","","","","","","","",""
"1627","Davis, Charles Vincent","1912","","M","WPA Artist; Hull House","","","","","","","","","","","","",""
"1722","De Patta, Margaret","1903","1964","F","Married to Eugene Bielawski","","","","","","","","","","","","",""
"1757","Diaz, Mark Alcazar","","","","VPA Slide Collection","1","1","","","","","","","","","","",""
"1917","Dulany, Helen Hughes","","","F","Fl. 1930s","","","","","","","","","","","","",""
"1925","Dunlop, Genevieve","","","F","","","","","","","","","","","","","",""
"1937","Dvorak, Frant.","1862","1911","","World's Columbian Exposition","","","","","","","","","","","","",""
"1957","Eccles, James","1885","","M","","","","","","","","","","","","","",""
"1961","Eckland, Everett","","","M","","","","","","","","","","","","","",""
"1974","Edidin, Rita","","","F","","","","","","","","","","","","","",""
"1975","Edmondson, Fran","","","F","","","","","","","","","","","","","",""
"1976","Edwards, Maeble C. Perry","1903","","F","","","","","","","","","","","","","",""
"1979","Egan, L.G.","","","","","","","","","","","","","","","","",""
"2005","Elkins, Henry Arthur","1847","1884","M","","","","","","","","","","","","","",""
"2122","False Image","","","","Roger Brown, Christina Ramberg, Phil Hanson, and Eleanor Dube","","","","","","","","","","","","",""
"2140","Faulkner, John","","","M","","","","","","","","","","","","","",""
"2183","Ferris, Michael G.","","","M","VPA Slide Collection","1","1","","","","","","","","","","",""
"2271","Florsheim, Lillian","1896","1989","F","Born Hyman","1","","","","","","","","","","","",""
"2278","Edelman, Judith","","","F","","","","","","","","","","","","","",""
"2332","Fox, Robert  Atkinson","1860","1935","M","","","","","","","","","","","","","",""
"2652","Glass, Michael","","","M","Michael Glass Design, Inc.","1","","","","","","","1","","","","",""
"2713","Goldsmith, Barbara","","","F","","","","","","","","","","","","","",""
"2858","Grigsby, James","","","M","VPA Slide Collection","1","1","","1","","1","","1","1","","","",""
"2941","Habernal, R.","","","","Active in the 50s & 60s","","","","","","","","","","","","",""
"3034","Hanson, Chris","1964","","","born in Montreal, Quebec","1","","","","","","","","","","","",""
"3106","Hauser, Marc","1952","","M","","1","","","","","1","","1","1","","","",""
"3155","Heller, Richard E.","1907","","M","Surgeon","","","","","","","","","","","","",""
"3385","Horwich, Marcia","1943","","F","","","","","","","","","","","","","",""
"3592","Jansson, Alfred","1863","1931","M","Palette & Chisel; World's Columbian Exposition","","","","","","","","","","","","",""
"3972","Kiesling","","","","VPA Slide Collection","1","1","","","","","","","","","","",""
"3983","Kim, W. Jo","","","","","","","","","","","","","","","","",""
"4052","Kleiminger (or Klemenger)","1865","","","","","","","","","","","","","","","",""
"4096","Koehn, Annalee","","","F","","","","","","","","","","","","","",""
"4140","Korsage, Stephanie","","","F","Steff","","","","","","","","","","","","",""
"4361","Larsen, L.","","","","VPA Slide Collection","1","1","","","","","","","","","","",""
"4548","Lillian Club (Lillian Sketch Club)","","","","A Jewish arts organization organized by Todros Geller","","","","","","","","","","","","",""
"4614","Loftus, M.J.","","","","","","","","","","","","","","","","",""
"4651","Lowe, C. A.","","","","VPA Slide Collection","1","1","","","","","","","","","","",""
"4856","Madigan, Martha","","","F","","1","","","","","1","","","1","","","",""
"4973","Marriage Chicago Style","","","","Karl Wirsum, Suellen Rocca, Ed Flood, Sarah Canright, Ed Paschke, and Barbara Rossi","","","","","","","","","","","","",""
"4989","Martin, David Stone","1913","","M","","","","","","","","","","","","","",""
"5014","Marvin, S.","","","","VPA Slide Collection","1","1","","","","","","","","","","",""
"5281","Money as Art","","","","see:Boggs, J.S.G.","","","","","","","","","","","","",""
"5450","Nagatani, Patrick","","","M","","1","","","1","","1","","1","1","","","",""
"5513","Neo-Arlimusc","","","","","","","","","","","","","","","","",""
"5530","New Bauhaus","","","","see also: Moholy-Nagy","","","","","","","","","","","","",""
"5588","Noerdinger, John Joseph","1895","","M","WPA Artist.  Falk lists him as Jean Joseph Noerdinger","","","","","","","","","","","","",""
"5599","Nonplussed Some","","","","Ed Paschke,  Sarah Canright, and Ed Flood","","","","","","","","","","","","",""
"5605","Nordstrom, Renee Klyczek","","","F","","1","","","","","","","","","","","",""
"5746","Osherman, ?","","","","VPA Slide Collection","1","1","","","","","","","","","","",""
"5820","Pancoe, Gladys Lipschultz","1927","","F","","","","","","","","","","","","","",""
"5966","Peterson,","","","","VPA Slide Collection","1","1","","","","","","","","","","",""
"5992","Pettersen,","","","","VPA Slide Collection","1","1","","","","","","","","","","",""
"6117","Phoenix Group","","","","Organized in 1996, an association of Chinese-American women artists - Felicia King, Grace Lai, Qi Joy Le, Yungying Lee, Ye Lui, Xiangbin Shi, Ruby Wang, Vivian Wang, Ling Zhou, Ping Zhu","","","","","","","","","","","","",""
"6142","Pilcher, Maryrose Groth","1944","","F","","","","","","","","","","","","","",""
"6149","Pines, Janet","","","","see: Bender, Janet Pines; ARC Gallery: December 2-31, 1983","1","","","","","","","","","","","",""
"6156","Pinsky, Joanna","1942","","F","VPA Slide Collection - poster Space 900 Group","1","1","","","","1","","1","1","","","",""
"6166","Pitzen, Angela","","","","","1","","","","","","","","","","","",""
"6282","Pressley-Jacobs, Wendy","","","F","Pressley Jacobs Design, Inc.","1","","","","","1","","","","","","",""
"6296","Price, ?","","","","VPA Slide Collection","1","1","","","","","","","","","","",""
"6408","Madden, W.F.","","","","","","","","","","","","","","","","",""
"6635","Romero, Alejandro","1949","","M","Brother of Chicago artist Oscar Romero; VPA Slide Collection","1","1","","1","","1","","1","1","","","",""
"6678","Rosiecki, J.","","","","","","","","","","","","","","","","",""
"6782","Rybacek, Joseph","","","M","","","","","","","","","","","","","",""
"6820","Salerno, K.","","","","","1","1","","","","","","","","","","",""
"6834","Samata, A. Gregory","","","M","Samata Associates","","","","","","","","","","","","",""
"6887","Saunders, Steve","1950","","M","","1","","","","","","","","1","","","",""
"6962","Schnitmann, Sylvia Axelrod","1914","","F","","","","","","","","","","","","","",""
"6968","Shoenwetter, Frances","1915","1999","","Co-founder of A.R.C. (Artists, Residents of Chicago); VPA Slide Collection","1","1","","","","","","","","","","",""
"7033","Scott, Tim","","","M","VPA Slide Collection- Bullet Communications","1","1","","1","1","","","","","","","",""
"7082","Seret","","","","","","","","","","","","","","","","",""
"7094","Seyffert, Leopold Gould","1887","1956","M","NYPL Artist File","","","","","","","","","","","","",""
"7133","Shaw, Alfred","1895","1970","M","","","","","","","","","","","","","",""
"7200","Ballou, Matt","","","","Gillock Gallery: May 3, 2003","","","","","","","","","","","","",""
"7227","Ebbe, Melissa G.","","","F","Gillock Gallery: May 3, 2003","","","","","","","","","","","","",""
"7235","Gilchrist, Shelley","","","F","","","","","","","","","","","","","",""
"7432","Society for Sanity-in-Art","1938","1944","","","1","","","","","","","","","","","",""
"7452","Somers, Pat","","","","VPA Slide Collection","1","1","","","","","","","","","","",""
"7472","Sostrin, Alice","1926","","F","","","","","","","","","","","","","",""
"7475","Sourelis, Dian","","","F","Exhibit Walker Branch March 2014 / Brainforest, Inc.","1","","","1","1","1","","","","","","1","1"
"7509","Sperry, Vicci","","","","","1","","","","","","","","","","","",""
"7560","Staara","","","","","","","","","","","","","","","","",""
"7582","Stein, B. F.","1925","","","","","","","","","","","","","","","",""
"7727","Sunken City Rises","","","","","","","","","","","","","","","","",""
"7909","Vincent, Harry Aiken","1864","1931","","World's Columbian Exposition","","","","","","","","","","","","",""
"7922","Vognild, Edna (Ted)","1877","1961","F","CENTURY OF PRGRESS (Married to Enoch Vognild)","","","","","","","","","","","","",""
"8070","Webster, Mary Hortense","1881","","F","","","","","","","","","","","","","",""
"8115","Weiss, Edward H.","","","M","","1","","","1","","1","","1","","1","","",""
"8144","Wendt, Julia Bracken","1871","","","World's Columbian Exposition","","","","","","","","","","","","",""
"8145","Wendt, William","1865","1946","","Born in Germany","","","","","","","","","","","","",""
"8183","Wheeler, Milvi","","","","","","","","","","","","","","","","",""
"8222","Wilber, Dolores","","","F","See Julie Laffin file; Artemisia Gallery","","","","","","","","","","","","",""
"8249","Williams, Charles Warner","1903","","M","Born in Kentucky","","","","","","","","","","","","",""
"8251","Williams, Florence White","","1953","F","","","","","","","","","","","","","",""
"8277","Wilson, Fred C.","","","M","","","","","","","","","","","","","",""
"8329","Wolf","","","","","","","","","","","","","","","","",""
"8353","Wong, Anita McPherson","","","F","","","","","","","","","","","","","",""
"8368","Wool, Christopher","1955","","M","","1","","","","","1","","1","1","","","",""
"8495","Zhou, Da Huang","1957","","M","Born in China; Filed under ZHOU BROTHERS","1","","","","","","","","","","","",""
"8496","Zhou, Shan-zou","1952","","M","Born in China; Filed under ZHOU BROTHERS","","","","","","","","","","","","",""
"8500","Ziegner, M.K.","","","","Painted mural at Southport Lanes Hall, 332 N. Southport (1922);  May have painted mural Green Mill Cocktail Lounge, 4802 N. Broadway","","","","","","","","","","","","",""
"8550","The X-Girlfriends","","","","See Kulov, Dean","1","1","","","","","","","","","","",""
"8603","Tindall, S.M.","","","","","","","","","","","","","","","","",""
"8691","Turbin, Bita (Bita Plotner Turbin)","","","","VPA Slide Collection","1","1","","","","","","","","","","",""
"8765","Valicenti, Rick","","","M","founder of Thirst / Business As Usual","","","","","","","","","","","","",""
"8816","Vepstas (Vepstiene), Henrieta","1933","","F","Born in Siauliai, Lithuania. Female.","","","","","","","","","","","","",""
"8855","Bartyzel, Mary Ellen","","","","see see Fine Arts Building","","","","","","","","","","","","",""
"8866","Auwaerter, Carrie","","","F","see Real People Exhibit file","","","","","","","","","","","","",""
"8880","Real People Exhibit","","","","have postcard; multiple artists","1","","","","","","","","","","","",""
"9138","Day, Leah Missbach","","","","","","","","","","","","","","","","",""
"9234","Boyd, Katharine","","","F","","1","","1","","","","","","","","","",""
"9247","Weaver, Cheryl","","11/13/05","F","See Anders Nilsen file","","","","","","","","","","","","",""
"9262","Koehneman, Renard","1908","1999","M","Entire career devoted to ecclesiastical  objects: wedding rings, chalices, and patens","","","","","","","","","","","","",""
"9332","David, Robert","","","M","","1","","","","","","","","","","","",""
"9389","Hand, Art","","","M","see Janette Maley","","","","","","","","","","","","",""
"9483","Chicago Artists Equity Association","","","","","","","","","","","","","","","","",""
"9485","Goodwin, Richard La Barre","1840","1910","M","","","","","","","","","","","","","",""
"9487","Seyffert, Helen Fleck","1887","1947","F","","","","","","","","","","","","","",""
"9491","Varin, Raoul","","","M","","","","","","","","","","","","","",""
"9493","Fredericks, Ernest","","","M","","","","","","","","","","","","","",""
"9494","Oehler, Helen Gaspen","","","F","","","","","","","","","","","","","",""
"9557","Regan, Michael","","","M","","","","","","","","","","","","","",""
"9658","Pihlblad, Janet","","","F","","1","","","","","","","","","","","",""
"9674","Ischar, Doug","","","M","","1","","","","","1","","1","1","","","",""
"9687","Swol, Carol-Lynn","","","F","","","","","","","","","","","","","",""
"9695","Onsmith","","","","","","","","","","","","","","","","",""
"9738","Abrams, Richard","","","M","","","","","","","","","","","","","",""
"9810","Buckley, Rickia","","","F","ARC Gallery: February 1-26, 1994","","","","","","","","","","","","",""
"9811","Cobbins, Komeko","","","F","ARC Gallery: February 1-26, 1994","1","","","","","","","","","","","",""
"9812","Corey, Khalilah","","","F","ARC Gallery: February 1-26, 1994","1","","","","","","","","","","","",""
"9813","Dickens, Sheketa","","","F","ARC Gallery: February 1-26, 1994","1","","","","","","","","","","","",""
"9814","Arzetta, Freeman","","","F","ARC Gallery: February 1-26, 1994","1","","","","","","","","","","","",""
"9816","Harper, Terry","","","F","ARC Gallery: February 1-26, 1994","1","","","","","","","","","","","",""
"9818","Jordon, Sharon","","","F","ARC Gallery: February 1-26, 1994","1","","","","","","","","","","","",""
"9819","Moultrie, Jennifer","","","F","ARC Gallery: February 1-26, 1994","1","","","","","","","","","","","",""
"9828","Ross, Laurel","","","F","Artemisia Gallery: June 8 - July 28, 1984","","","","","","","","","","","","",""
"9834","Federow, Shirley","","","F","Artemisia Gallery: June 8- July 28, 1984","1","","","","","","","","","","","",""
"9837","Seidelhuber, Heidi","","","F","Artemisia Gallery: June 8- July 28, 1984; see Artemisia Gallery in Oversize Drawer;","1","","","","","","","","","","","",""
"9839","Fitzsimmons, Joan","","","F","Artemisia Gallery: June 8- July 28, 1984","1","","","","","","","","","","","",""
"9840","Hammond-Sass, Idele","","","F","Artemisia Gallery: June 8- July 28, 1984","1","","","","","","","","","","","",""
"9843","Elaine, King","","","","Artemisia Gallery:March 2-31, 1990","1","","","","","","","","","","","",""
"9845","Kubin, Lynn","","","F","Artemisia Gallery: June 8 - July 28, 1984","1","","","","","","","","","","","",""
"9847","Drapkin, Adrienne","","","F","Artemisia Gallery: June 8 - July 28, 1984","1","","","","","","","","","","","",""
"9848","Finer, Judy Hartle","","","F","Artemisia Gallery: June 8 - July 28, 1984","1","","","","","","","","","","","",""
"9849","Ramey, Theresa","","","","Artemisia Gallery: June 8 - July 28, 1984; AKA Theresa Ramey-Young","1","","","","","","","","","","","",""
"9852","Sliwa-McGuffin, Barbara","","","F","ARC Gallery member;","","","","","","","","","","","","",""
"9865","Alter, Chickie","","","","ARC Gallery: December 2-31, 1983","1","","","","","","","","","","","",""
"9876","Oscherwitz, Steve","","","M","ARC Gallery: July 2 - August 3, 1985","1","","","","","","","","","","","",""
"9886","Blessing, Hedrich","","","","ArchiTech Gallery: April 23-June 19, 2004","1","","","","","","","","","","","",""
"9911","Garcia, Nerey da","","","","ARC Gallery: September 7 - October 20, 1984","1","","","","","","","","","","","",""
"9913","Kobylecky, Jerry","","","","ARC Gallery: September 7 - October 20, 1984","1","","","","","","","","","","","",""
"9914","Lamont, Liz","","","F","ARC Gallery: September 7 - October 20, 1984","1","","","","","","","","","","","",""
"9918","Rivkin, Laura","","","","ARC Gallery: September 7 - October 20, 1984","1","","","","","","","","","","","",""
"9939","Altman, Mitch","","","M","","","","","","","","","","","","","",""
"9940","Sobecka, Karolina","","","F","","","","","","","","","","","","","",""
"9968","Hoffman, Noah","","","M","Shoshannah Hoffman's son; brother of Joshua Hoffman","","","","","","","","","","","","",""
"9975","Club, Amistad Car","","","","Glass Curtain Gallery: April 7 - May 5, 2006","1","","","","","","","","","","","",""
"9977","Compean, Juan","","","","Glass Curtain Gallery: April 7 - May 5, 2006","1","","","","","","","","","","","",""
"10011","Leestma, Jan M.D.","","","","Gallery 312","1","","","","","","","","","","","",""
"10022","Elenteny, Bernadette","","","","Gallery 312","1","","","","","","","","","","","",""
"10037","Weisfeld, Weis","","","","Gallery 312: June 27 -August 9, 1997","","","","","","","","","","","","",""
"10041","Albright, Alvin","","","","Gallery Mornea: July 16 - August 22, 2004","","","","","","","","","","","","",""
"10046","Baley, Diane","","","","WPA Gallery of Environmental Art","","","","","","","","","","","","",""
"10079","Columbia College Chicago","","","","Oversize Drawer;  see","1","","","","","","","","1","","","",""
"10087","Kilberg, Allison","","","F","See Vincent Uribe file;","","","","","","","","","","","","",""
"10090","Funk, Meghan","","","F","See Department of Urban Speculation file;","","","","","","","","","","","","",""
"10105","Artillery","","","","Chicago Urban Art Society: May 13 - June 4, 2011","","","","","","","","","","","","",""
"10106","Bonus Saves","","","","Chicago Urban Art Society: May 13 - June 4, 2011","","","","","","","","","","","","",""
"10107","CLS","","","","Chicago Urban Art Society: May 13 - June 4, 2011","","","","","","","","","","","","",""
"10111","Cyro","","","","Chicago Urban Art Society: May 13 - June 4, 2011","","","","","","","","","","","","",""
"10114","Emen","","","","Chicago Urban Art Society: May 13 - June 4, 2011","","","","","","","","","","","","",""
"10115","80 legs","","","","Chicago Urban Art Society: May 13 - June 4, 2011","1","","","","","","","","","","","",""
"10117","Its yours, Take it","","","","Chicago Urban Art Society: May 13 - June 4, 2011","","","","","","","","","","","","",""
"10120","Salem, Klepto","","","","Chicago Urban Art Society: May 13 - June 4, 2011","","","","","","","","","","","","",""
"10121","MELT","","","","Chicago Urban Art Society: May 13 - June 4, 2011","","","","","","","","","","","","",""
"10122","Mental 312","","","","Chicago Urban Art Society: May 13 - June 4, 2011","","","","","","","","","","","","",""
"10125","Safety First","","","","Chicago Urban Art Society: May 13 - June 4, 2011","","","","","","","","","","","","",""
"10127","Sighn","","","","Chicago Urban Art Society: May 13 - June 4, 2011","","","","","","","","","","","","",""
"10129","Tiptoe","","","","Chicago Urban Art Society: May 13 - June 4, 2011","","","","","","","","","","","","",""
"10130","The Viking","","","","Chicago Urban Art Society: May 13 - June 4, 2011","","","","","","","","","","","","",""
"10164","Emmons, Josh","","","M","See Four Star Studios;","","","","","","","","","","","","",""
"10165","Dove, Sean K.","","","M","See Four Star Studios;","1","","","","","","","","","","","",""
"10190","Banderas, Julie","","","F","","1","","","","","","","","","","","",""
"10214","Bradford, David","1937","","M","","","","","","","","","","","","","",""
"10219","Alvarado, Lisa","","","","","","","","","","","","","","","","",""
"10226","Kim, K.J.","","","","","","","","","","","","","","","","",""
"10242","Schriver, Andrew John","","","M","Added Artist Book to Library collection (in cabinet). Brother of Charles Lewis Schriver;","","","","","","","","","","","","",""
"10282","Schriver, Charles Lewis","","","M","Added Artist Book to Library collection (in cabinet); brother of Andrew John Schriver","","","","","","","","","","","","",""
"10296","Dwyer, Susan","","","F","","","","","","","","","","","","","",""
"10393","Angel, Vinnie","","","","Carl Hammer Gallery: Fresh Faces New Works -August 1- August 30, 1997","1","","","","","","","","","","","",""
"10394","Clark, Henry Ray","","","M","Carl Hammer Gallery: Fresh Faces New Works -August 1- August 30, 1997","1","","","","","","","","","","","",""
"10436","McEwen, Cynthia","","","F","","","","","","","","","","","","","",""
"10458","McGinnis, Mark","","","M","","","","","","","","","","","","","",""
"10465","Gjergii, Helidon","","","","","","","","","","","","","","","","",""
"10536","Sikora, Joseph","","","M","See Liz Tuckwell.","","","","","","","","","","","","",""
"10873","Wallis, Richard William","1837","","M","","","","","","","","","","","","","",""
"10899","Hammerman, Carol","","","F","","","","","","","","","","","","","",""
"10944","Allen, Pat B.","","","","","","","","","","","","","","","","",""
"10947","Davis-Frazier, Evelyn","","","F","","","","","","","","","","","","","",""
"10958","Skyhawk, R.","","","","","","","","","","","","","","","","",""
"10959","Jacobson, K.","","","","","","","","","","","","","","","","",""
"10960","Smith, J.L.","","","","","","","","","","","","","","","","",""
"10983","Burns, Samuel F.","","","M","","","","","","","","","","","","","",""
"10993","De Graff, Sherwin","","","","","","","","","","","","","","","","",""
"11030","Peckenpaugh, C.W.","","","","","","","","","","","","","","","","",""
"11032","Rennels, F. M.","","","","","","","","","","","","","","","","",""
"11049","Venn, R.","","","","","","","","","","","","","","","","",""
"11056","Allen, Rebecca","","","","","","","","","","","","","","","","",""
"11079","Seyfried, John L.","1930","","M","","","","","","","","","","","","","",""
"11085","Yong Jo Ji","1969","","","","","","","","","","","","","","","",""
"11091","Rainclouds, Sonny","","","","","","","","","","","","","","","","",""
"11093","Tiny","","","","","","","","","","","","","","","","",""
"11094","Choke","","","","","","","","","","","","","","","","",""
"11095","s","","","","","","","","","","","","","","","","",""
"11096","Tewz","","","","","","","","","","","","","","","","",""
"11097","Crazy Talk","","","","","","","","","","","","","","","","",""
"11098","Party Patrol","","","","","","","","","","","","","","","","",""
"11099","Blutt","","","","","","","","","","","","","","","","",""
"11101","Swiv","","","","","","","","","","","","","","","","",""
"11102","Nautilus","","","","","","","","","","","","","","","","",""
"11103","Scanlon, Brendan \"SOLVE\"","","","M","Chicago Urban Art Society: May 13 - June 4, 2011","","","","","","","","","","","","",""
"11109","Trampled","","","","","","","","","","","","","","","","",""
"11110","Shift 2","","","","","","","","","","","","","","","","",""
"11185","Allen, John","","","","","","","","","","","","","","","","",""
"11301","Robinson, Pam","","","F","see Chicago Metal Arts Guild;","","","","","","","","","","","","",""
"11302","Herman, Tom","","","M","see Chicago Metal Arts Guild;","","","","","","","","","","","","",""
"11303","Rutledge, Jon","","","M","see Chicago Metal Arts Guild;","","","","","","","","","","","","",""
"11351","Dillworth, Debra","","","F","","","","","","","","","","","","","",""
"11352","James, Carol","","","F","","","","","","","","","","","","","",""
"11353","Plott Ratcliff, Monica","","","F","","","","","","","","","","","","","",""
"11354","Davis, Faith","","","F","","","","","","","","","","","","","",""
"11356","Edlis, Joan","","","F","","","","","","","","","","","","","",""
"11359","Monaghan, Brian","1950","","M","","","","","","","","","","","","","",""
"11410","Flash ABC","","","","","","","","","","","","","","","","",""
"11413","Beloved","","","","","","","","","","","","","","","","",""
"11415","Aguilar, Miguel","","","","AKA KANE ONE","","","","","","","","","","","","",""
"11422","TRANE SHAGGY INCARNATE","","","","","","","","","","","","","","","","",""
"11424","C3PO","","","","","","","","","","","","","","","","",""
"11425","TEEL ONE","","","","","","","","","","","","","","","","",""
"11426","THE CHAMP","","","","","","","","","","","","","","","","",""
